Symbol	Name	LastSale	MarketCap	ADR TSO	IPOyear	Sector	industry	Summary Quote
PYS	PPlus Trust	21	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/pys
PYT	PPlus Trust	16.96	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/pyt
PYV	PPlus Trust	25.2	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/pyv
PX	Praxair, Inc.	125.89	37057408048.33	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/px
PCP	Precision Castparts Corporation	252.66	36770864256.9	n/a	n/a	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/pcp
PDS	Precision Drilling Corporation	10.42	2884858473.98	n/a	1973	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/pds
PJA	Preferred Plus Trust Ser QWS 2 Tr Ctf	25.32	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/pja
PJL	Preferred Plus Trust Ser QWS 2 Tr Ctf	26.441	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/pjl
PJS	Preferred Plus Trust Ser QWS 2 Tr Ctf	25.15	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/pjs
PGI	Premiere Global Services, Inc.	9.29	447537899.95	n/a	1996	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/pgi
PBH	Prestige Brand Holdings, Inc.	29.45	1507023763.8	n/a	2005	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/pbh
PVG	Pretium Resources, Inc.	3.03	318304681.5	n/a	2006	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/pvg
PRI	Primerica, Inc.	42.25	2310516750.75	n/a	2010	Finance	Life Insurance	http://www.nasdaq.com/symbol/pri
PPP	Primero Mining Corp	5.82	673284243.96	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/ppp
PFG	Principal Financial Group Inc	47.95	14115055405.5	n/a	1992	Finance	Accident &Health Insurance	http://www.nasdaq.com/symbol/pfg
PFG^B	Principal Financial Group Inc	24.83	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pfg^b
PGZ	Principal Real Estate Income Fund	18.0901	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pgz
PVTD	PrivateBancorp, Inc.	24.5705	0	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/pvtd
PRA	ProAssurance Corporation	46	2845036382	n/a	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/pra
PG	Procter & Gamble Company (The)	82.81	225096686668.49	n/a	n/a	Basic Industries	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/pg
PGR	Progressive Corporation (The)	26.52	15921604456.68	n/a	1971	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/pgr
BIN	Progressive Waste Solutions Ltd.	26.05	3000314064.2	n/a	n/a	Public Utilities	Environmental Services	http://www.nasdaq.com/symbol/bin
PLD	ProLogis, Inc.	39.89	19889377384	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/pld
PRIS	Promotora De Informaciones SA	1.86	460965146.64	n/a	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/pris
PRIS/B	Promotora De Informaciones SA	2.16	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pris/b
PRO	PROS Holdings, Inc.	36.13	1016111557.19	n/a	2007	Technology	EDP Services	http://www.nasdaq.com/symbol/pro
PRY	Prospect Capital Corporation	25.91	7773000	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pry
PB	Prosperity Bancshares, Inc.	62.84	3791967316.4	n/a	1993	Finance	Major Banks	http://www.nasdaq.com/symbol/pb
PL	Protective Life Corporation	46.21	3630606346.87	n/a	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/pl
PL^B	Protective Life Corporation	23.9899	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pl^b
PL^C	Protective Life Corporation	22.87	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pl^c
PL^E	Protective Life Corporation	22.9256	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/pl^e
PLP	Protective Life Corporation	21.03	0	n/a	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/plp
PRLB	Proto Labs, Inc.	83.66	2119564248.96	n/a	n/a	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/prlb
PFS	Provident Financial Services, Inc	18.67	1117679045.91	n/a	2003	Finance	Savings Institutions	http://www.nasdaq.com/symbol/pfs
PFK	Prudential Financial, Inc.	26.9	0	n/a	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/pfk
PJH	Prudential Financial, Inc.	22.15	0	n/a	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/pjh
PRH	Prudential Financial, Inc.	22.29	0	n/a	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/prh
PRU	Prudential Financial, Inc.	81.79	38032350000	n/a	2001	Finance	Life Insurance	http://www.nasdaq.com/symbol/pru
GHY	Prudential Global Short Duration High Yield Fund, Inc.	17.32	708597052.4	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ghy
PUK	Prudential Public Limited Company	40.63	51992288185.25	n/a	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/puk
PUK^	Prudential Public Limited Company	25.1	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/puk^
PUK^A	Prudential Public Limited Company	25	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/puk^a
ISD	Prudential Short Duration High Yield Fund, Inc.	17.77	590148168.28	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/isd
PSB	PS Business Parks, Inc.	79.33	1935637879.26	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psb
PSB^R	PS Business Parks, Inc.	24.6288	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psb^r
PSB^S	PS Business Parks, Inc.	22.59	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psb^s
PSB^T	PS Business Parks, Inc.	21.24	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psb^t
PSB^U	PS Business Parks, Inc.	20.05	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psb^u
PSB^V	PS Business Parks, Inc.	19.97	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psb^v
TLK	PT Telekomunikasi Indonesia, Tbk	39.99	100774796360.91	n/a	1995	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/tlk
PTGI	PTGi Holding, Inc	3.59	50268052.37	n/a	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ptgi
PEG	Public Service Enterprise Group Incorporated	33.78	17087993430.36	n/a	n/a	Public Utilities	Power Generation	http://www.nasdaq.com/symbol/peg
PSA	Public Storage	164.67	28324404546.24	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa
PSA^O	Public Storage	25.66	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psa^o
PSA^P	Public Storage	25.15	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psa^p
PSA^Q	Public Storage	24.761	0	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa^q
PSA^R	Public Storage	24.11	0	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa^r
PSA^S	Public Storage	22.3	0	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa^s
PSA^T	Public Storage	21.72	0	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa^t
PSA^U	Public Storage	21.37	0	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa^u
PSA^V	Public Storage	20.88	0	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/psa^v
PSA^W	Public Storage	20.17	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psa^w
PSA^X	Public Storage	20	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/psa^x
PULS	Pulse Electronics Corporation	3.67	29209218.05	n/a	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/puls
PHA	PulteGroup, Inc.	25.1	0	n/a	n/a	Capital Goods	Homebuilding	http://www.nasdaq.com/symbol/pha
PHM	PulteGroup, Inc.	17.77	6806930175.7	n/a	n/a	Capital Goods	Homebuilding	http://www.nasdaq.com/symbol/phm
PBYI	Puma Biotechnology Inc	39.76	1140222886.88	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/pbyi
PCF	Putnam High Income Bond Fund	8.22	141109698.6	n/a	1987	n/a	n/a	http://www.nasdaq.com/symbol/pcf
PMM	Putnam Managed Municipal Income Trust	6.79	391736162.58	n/a	1989	n/a	n/a	http://www.nasdaq.com/symbol/pmm
PIM	Putnam Master Intermediate Income Trust	5.02	329766932.48	n/a	1988	n/a	n/a	http://www.nasdaq.com/symbol/pim
PMO	Putnam Municipal Opportunities Trust	10.99	471292478.44	n/a	1993	n/a	n/a	http://www.nasdaq.com/symbol/pmo
PPT	Putnam Premier Income Trust	5.44	772613035.2	n/a	1988	n/a	n/a	http://www.nasdaq.com/symbol/ppt
PVH	PVH Corp.	126.07	10283890838.41	n/a	n/a	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/pvh
PVR	PVR  Partners, L.P.	25.64	2611122807.32	n/a	2001	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/pvr
PZN	Pzena Investment Management Inc	7.37	89531180.09	n/a	1997	Finance	Investment Managers	http://www.nasdaq.com/symbol/pzn
QEPM	QEP Midstream Partners, LP	23.01	1228964100	n/a	n/a	Public Utilities	Natural Gas Distribution	http://www.nasdaq.com/symbol/qepm
QEP	QEP Resources, Inc.	32.42	5812569610.08	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/qep
QIHU	Qihoo 360 Technology Co. Ltd.	84.4	10361905991.2	n/a	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/qihu
QRE	QR Energy, LP	17.16	1110240588.6	n/a	2010	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/qre
QTS	QTS Realty Trust, Inc.	21.1	572554281.4	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/qts
QUAD	Quad Graphics, Inc	29.46	1406686217.58	n/a	n/a	Miscellaneous	Publishing	http://www.nasdaq.com/symbol/quad
KWR	Quaker Chemical Corporation	75.44	994851420.8	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/kwr
NX	Quanex Building Products Corporation	17.77	658644428.05	n/a	n/a	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/nx
PWR	Quanta Services, Inc.	30.31	6478471342.14	n/a	1980	Capital Goods	Engineering & Construction	http://www.nasdaq.com/symbol/pwr
QTM	Quantum Corporation	1.19	294626528.42	n/a	n/a	Technology	Electronic Components	http://www.nasdaq.com/symbol/qtm
DGX	Quest Diagnostics Incorporated	63.11	9177895003.83	n/a	n/a	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/dgx
STR	Questar Corporation	23.65	4140414841.75	n/a	n/a	Public Utilities	Oil & Gas Production	http://www.nasdaq.com/symbol/str
KWK	Quicksilver Resources Inc.	2.35	417109753.2	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/kwk
ZQK	Quiksilver, Inc.	8.3	1397451627.8	n/a	n/a	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/zqk
Q	Quintiles Transitional Holdings Inc.	44	5672859148	n/a	n/a	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/q
CTQ	Qwest Corporation	25.15	0	n/a	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ctq
CTU	Qwest Corporation	24.48	0	n/a	1983	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ctu
CTW	Qwest Corporation	25.33	0	n/a	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ctw
CTX	Qwest Corporation	24.63	3086622043.56	n/a	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/ctx
CTY	Qwest Corporation	21.09	0	n/a	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/cty
RAX	Rackspace Hosting, Inc	49.35	6856593261	n/a	2008	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/rax
RDN	Radian Group Inc.	14.52	2513276455.8	n/a	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/rdn
RSH	Radioshack Corporation	2.67	267431851.14	n/a	n/a	Consumer Services	Consumer Electronics/Video Chains	http://www.nasdaq.com/symbol/rsh
RAS	RAIT Financial Trust	7.84	550754151.36	n/a	1998	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/ras
RAS^A	RAIT Financial Trust	23.46	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ras^a
RAS^B	RAIT Financial Trust	24.6399	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ras^b
RAS^C	RAIT Financial Trust	25.201	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ras^c
RALY	Rally Software Development Corp.	26.35	642825140.35	n/a	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/raly
RL	Ralph Lauren Corporation	180.52	16333233878.6	n/a	1997	Consumer Non-Durables	Apparel	http://www.nasdaq.com/symbol/rl
RPT	Ramco-Gershenson Properties Trust	16.24	1006402365.36	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rpt
RPT^D	Ramco-Gershenson Properties Trust	60.55	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rpt^d
RRC	Range Resources Corporation	74.32	12145493014.72	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/rrc
RJD	Raymond James Financial, Inc.	25.23	0	n/a	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/rjd
RJF	Raymond James Financial, Inc.	45.83	6409177239.95	n/a	1983	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/rjf
RYN	Rayonier Inc.	46.12	5822924367.88	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/ryn
RTN	Raytheon Company	84.94	27135951680	n/a	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/rtn
RCS	RCM Strategic Global Government Fund, Inc.	10.53	429088391.55	n/a	1994	n/a	n/a	http://www.nasdaq.com/symbol/rcs
RCAP	RCS CAPITAL CORPORATION	17.88	473820000	n/a	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/rcap
RMAX	RE/MAX Holdings, Inc.	28.96	849760856.16	n/a	n/a	Finance	Real Estate	http://www.nasdaq.com/symbol/rmax
RLD	RealD Inc	6.94	343806399.38	n/a	2010	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/rld
RLGY	Realogy Holdings Corp.	44.12	6441950875.92	n/a	n/a	Finance	Real Estate	http://www.nasdaq.com/symbol/rlgy
O	Realty Income Corporation	41.89	8634332575.87	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/o
O^E	Realty Income Corporation	24.94	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/o^e
O^F	Realty Income Corporation	24.53	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/o^f
RHT	Red Hat, Inc.	44.07	8351240232.66	n/a	n/a	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/rht
RLH	Red Lion Hotels Corporation	6	117650286	n/a	n/a	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/rlh
RLH^A	Red Lion Hotels Corporation	25.7464	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rlh^a
RWT	Redwood Trust, Inc.	17.8	1465388898.2	n/a	1995	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rwt
ENL	Reed Elsevier NV	41.13	13860626560.2	n/a	n/a	Consumer Services	Publishing	http://www.nasdaq.com/symbol/enl
RUK	Reed Elsevier PLC	56.65	16568476598.3	n/a	n/a	Consumer Services	Publishing	http://www.nasdaq.com/symbol/ruk
RBC	Regal Beloit Corporation	73.3	3302799191.6	n/a	n/a	Consumer Durables	Metal Fabrications	http://www.nasdaq.com/symbol/rbc
RGC	Regal Entertainment Group	18.84	2935727287.44	n/a	2002	Consumer Services	Movies/Entertainment	http://www.nasdaq.com/symbol/rgc
REG	Regency Centers Corporation	50.53	4665306351.68	n/a	1993	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/reg
REG^F	Regency Centers Corporation	22.5	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/reg^f
REG^G	Regency Centers Corporation	20.46	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/reg^g
RGP	Regency Energy Partners LP	25.4	5490228719.8	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/rgp
RM	Regional Management Corp.	32	402782144	n/a	1976	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/rm
RF	Regions Financial Corporation	9.45	13190716510.65	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/rf
RF^A	Regions Financial Corporation	22.67	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rf^a
RGS	Regis Corporation	15.26	864095012.62	n/a	1991	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/rgs
RGA	Reinsurance Group of America, Incorporated	70.53	5006533187.97	n/a	1993	Finance	Accident &Health Insurance	http://www.nasdaq.com/symbol/rga
RZA	Reinsurance Group of America, Incorporated	24.87	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rza
RS	Reliance Steel & Aluminum Co.	74.55	5765966125.5	n/a	1994	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/rs
RNR	RenaissanceRe Holdings Ltd.	95.07	4240721986.77	n/a	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/rnr
RNR^C	RenaissanceRe Holdings Ltd.	23.04	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rnr^c
RNR^E	RenaissanceRe Holdings Ltd.	19.65	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rnr^e
SOL	Renesola Ltd.	4.71	406505178.72	n/a	1995	Technology	Semiconductors	http://www.nasdaq.com/symbol/sol
RENN	Renren Inc.	3.35	1271719211.25	n/a	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/renn
RNF	Rentech Nitrogen Partners, L.P.	19.64	762984795.32	n/a	n/a	Basic Industries	Agricultural Chemicals	http://www.nasdaq.com/symbol/rnf
RSG	Republic Services, Inc.	34.28	12344037506.04	n/a	1998	Public Utilities	Environmental Services	http://www.nasdaq.com/symbol/rsg
RMD	ResMed Inc.	49.88	7087021927.92	n/a	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/rmd
REN           	Resolute Energy Corporation	9.13	701717383.73	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/ren           
REN/WS	Resolute Energy Corporation	0.3525	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ren/ws
RFP	Resolute Forest Products Inc.	14.97	1415904890.25	n/a	n/a	Basic Industries	Paper	http://www.nasdaq.com/symbol/rfp
RSO	Resource Capital Corp.	6.11	775972211.82	n/a	2006	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rso
RSO^A	Resource Capital Corp.	23.97	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rso^a
RSO^B	Resource Capital Corp.	22.8601	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rso^b
RH	Restoration Hardware Holdings Inc.	70.33	2736734762.45	n/a	n/a	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/rh
RPAI	Retail Properties of America, Inc.	13.98	3302909445.66	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rpai
RPAI^A	Retail Properties of America, Inc.	22.57	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rpai^a
REV	Revlon, Inc.	23.32	1220960529.36	n/a	1996	Consumer Non-Durables	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/rev
REX	REX American Resources Corporation	29.33	239577353.54	n/a	1992	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/rex
REXR	Rexford Industrial Realty, Inc.	13.56	348245072.4	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rexr
RXN	Rexnord Corporation	23.5	2297678777.5	n/a	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/rxn
RAI	Reynolds American Inc	51.76	27973890499.6	n/a	n/a	Consumer Non-Durables	Farming/Seeds/Milling	http://www.nasdaq.com/symbol/rai
RNO	Rhino Resource Partners LP	12.88	374412403.68	n/a	2010	Energy	Coal Mining	http://www.nasdaq.com/symbol/rno
RNG	Ringcentral, Inc.	18.71	1136607204.08	n/a	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/rng
RIOM	Rio Alto Mining Limited	1.62	286331244.84	n/a	n/a	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/riom
RIO	Rio Tinto Plc	53.52	98888904000	n/a	2002	Basic Industries	Precious Metals	http://www.nasdaq.com/symbol/rio
RBA	Ritchie Bros. Auctioneers Incorporated	20.53	2193655136	n/a	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/rba
RAD	Rite Aid Corporation	5.15	4718302012.2	n/a	n/a	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/rad
RLI	RLI Corp.	95.82	2055033909.12	n/a	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/rli
RLJ	RLJ Lodging Trust	24.97	3064704261.41	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/rlj
RRTS	Roadrunner Transportation Systems, Inc	24.77	926431612.89	n/a	2010	Transportation	Oil Refining/Marketing	http://www.nasdaq.com/symbol/rrts
RHI	Robert Half International Inc.	38.15	5287472803.2	n/a	n/a	Technology	Professional Services	http://www.nasdaq.com/symbol/rhi
RKT	Rock-Tenn Company	99.7	7175582378.3	n/a	1994	Consumer Durables	Containers/Packaging	http://www.nasdaq.com/symbol/rkt
ROK	Rockwell Automation, Inc.	109.03	15119114760.27	n/a	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/rok
COL	Rockwell Collins, Inc.	71.27	9622126494.84	n/a	n/a	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/col
ROC	Rockwood Holdings, Inc.	65.21	4871258535.37	n/a	1989	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/roc
RCI	Rogers Communication, Inc.	45.2	18184277394.4	n/a	1993	Consumer Services	Television Services	http://www.nasdaq.com/symbol/rci
ROG	Rogers Corporation	62.71	1111246597.55	n/a	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/rog
ROL	Rollins, Inc.	27.39	3995625700.44	n/a	n/a	Finance	Diversified Commercial Services	http://www.nasdaq.com/symbol/rol
ROP	Roper Industries, Inc.	126.12	12508996030.32	n/a	1992	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/rop
RRMS	Rose Rock Midstream, L.P.	35.04	754526481.6	n/a	n/a	Energy	Natural Gas Distribution	http://www.nasdaq.com/symbol/rrms
RST	Rosetta Stone	15.2	331340346.4	n/a	2009	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/rst
RNDY	Roundy&#39;s, Inc.	9.33	436617745.38	n/a	n/a	Consumer Services	Food Chains	http://www.nasdaq.com/symbol/rndy
RSE	Rouse Properties, Inc.	20.02	993825552.72	n/a	1987	Finance	Real Estate	http://www.nasdaq.com/symbol/rse
RDC	Rowan Companies plc	36.9	4583432689.2	n/a	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/rdc
RY	Royal Bank Of Canada	67.37	97069136208.77	n/a	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/ry
RBS	Royal Bank Scotland plc (The)	10.48	32304157230.48	n/a	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/rbs
RBS^E	Royal Bank Scotland plc (The)	21.6	0	n/a	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/rbs^e
RBS^F	Royal Bank Scotland plc (The)	24.89	0	n/a	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/rbs^f
RBS^G	Royal Bank Scotland plc (The)	21.73	0	n/a	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/rbs^g
RBS^H	Royal Bank Scotland plc (The)	24.7	0	n/a	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/rbs^h
RBS^I	Royal Bank Scotland plc (The)	21.78	0	n/a	n/a	Finance	Commercial Banks	http://www.nasdaq.com/symbol/rbs^i
RBS^L	Royal Bank Scotland plc (The)	19.77	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rbs^l
RBS^M	Royal Bank Scotland plc (The)	21.6	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rbs^m
RBS^N	Royal Bank Scotland plc (The)	21.5	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rbs^n
RBS^P	Royal Bank Scotland plc (The)	21.12	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rbs^p
RBS^Q	Royal Bank Scotland plc (The)	22.66	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rbs^q
RBS^R	Royal Bank Scotland plc (The)	20.76	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rbs^r
RBS^S	Royal Bank Scotland plc (The)	22.23	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rbs^s
RBS^T	Royal Bank Scotland plc (The)	24.49	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rbs^t
RCL	Royal Caribbean Cruises Ltd.	43.66	9602515390.26	n/a	1993	Consumer Services	Marine Transportation	http://www.nasdaq.com/symbol/rcl
RDS/A	Royal Dutch Shell PLC	67.05	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rds/a
RDS/B	Royal Dutch Shell PLC	69.92	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rds/b
RGT	Royce Global Value Trust, Inc.	8.55	0	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rgt
RMT	Royce Micro-Cap Trust, Inc.	12.311	362726428.844	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/rmt
RVT	Royce Value Trust, Inc.	15.31	1088771981.97	n/a	1986	n/a	n/a	http://www.nasdaq.com/symbol/rvt
RES	RPC, Inc.	18.05	3953670032.55	n/a	n/a	Energy	Oilfield Services/Equipment	http://www.nasdaq.com/symbol/res
